LATITUDE,LONGITUDE,label
-5.226445398761997,-5.140477720483615,1.0
6.032996007703516,19.292332335087305,0.0
-1.7058132784012459,-7.644503405261457,1.0
5.836139245155496,-0.4742066590535133,4.0
6.024818438551742,26.55957444314918,0.0
-0.7137882389096537,1.2691972317857705,0.0
6.028415928484269,-6.139613165196842,7.0
4.238570829165117,0.14779206633307002,3.0
-1.6718370358838814,-0.5981381437110908,5.0
-2.1826006886970193,2.940683553223619,3.0
-5.800593705234254,0.53097028621531,8.0
-2.8403126319720724,-5.0898624346569035,9.0
-1.789000356725388,-8.135130152768602,1.0
14.066481434062592,0.9434641839894305,3.0
0.7647634747603842,6.205128873511176,3.0
-1.0428983902577957,-8.023728037907805,1.0
6.01921330031413,0.44017798584956125,2.0
-10.119340082280651,8.393429958648515,0.0
1.3719451181953184,-6.819947363126489,7.0
5.757946224209268,11.687632383293606,5.0
-5.424840956450074,-3.6882482155641965,8.0
-7.264464309588601,4.6755879176407324,6.0
-0.3037023556678987,0.3003970630910026,2.0
4.189701778744138,20.913807718147428,0.0
7.059801809983767,-1.7774424144031218,2.0
-4.276913340010174,1.8552423326940215,3.0
-0.9585617099477483,-0.7218529700180543,6.0
-2.819728199292862,-7.004693827000929,9.0
0.34261626310637633,-6.991132009823969,9.0
13.842256454596253,-2.3449428620758335,7.0
-8.10855405651628,-2.8749547256668135,8.0
4.291346292814617,-2.995451360756612,9.0
-0.5748567026297543,3.228385664739866,4.0
-1.0021592121507854,-3.733137656778411,9.0
1.9170592026668682,-0.3976388051187185,2.0
0.015523460180987797,-6.047134704257912,1.0
1.6463363918564646,-4.103510633140699,3.0
-3.0070465385170784,-7.2449259169162,1.0
-2.9656961978991765,-7.402990895850761,1.0
0.12206127757045787,-2.6529595511612025,4.0
-0.6694208272233433,-3.7476740831297923,9.0
-2.2643149253447103,-7.6157507226232095,1.0
5.784110052912715,2.8255632637176338,4.0
1.3420046833194237,3.7434619260137696,4.0
3.1799598369818476,-1.5662699442438184,2.0
-4.945258598539875,-1.2697209955782602,6.0
0.1507694578856874,-3.727501491241235,3.0
9.41826949926187,-5.825883419595853,7.0
-2.4481964847930113,-5.428456782486023,7.0
2.0986740001634074,1.6098417191362502,4.0
5.617928039570917,-5.780616695616317,7.0
7.619542545020085,9.742523936103728,5.0
-1.7671397980276096,-7.686714765323029,1.0
10.981313388039823,-1.4386314261220274,9.0
-5.1536542906486185,17.603899620701842,0.0
1.6173988822141352,-4.346579131944747,2.0
2.9361758665326816,-1.9761318019241516,2.0
2.220190600401664,-0.11681738706360323,3.0
-1.898934429901224,-6.69734696815364,9.0
-1.728786924483713,-7.865633883941593,1.0
0.5627740488365769,-2.6755132197447304,1.0
